field name;type;description
flags_chargewriteoff_secured_dpd10plus_count;INTEGER;
flags_chargewriteoff_secured_dpd30plus_count;INTEGER;
flags_chargewriteoff_secured_dpd90plus_count;INTEGER;
flags_chargewriteoff_securedmortgage_count;INTEGER;
flags_chargewriteoff_securedmortgage_dpd10plus_count;INTEGER;
flags_chargewriteoff_securedmortgage_dpd30plus_count;INTEGER;
flags_chargewriteoff_securedmortgage_dpd90plus_count;INTEGER;
flags_chargewriteoff_securedvehicle_count;INTEGER;
flags_chargewriteoff_securedvehicle_dpd10plus_count;INTEGER;
flags_chargewriteoff_securedvehicle_dpd30plus_count;INTEGER;
flags_chargewriteoff_securedvehicle_dpd90plus_count;INTEGER;
flags_chargewriteoff_unsecured_count;INTEGER;
flags_chargewriteoff_unsecured_dpd10plus_count;INTEGER;
flags_chargewriteoff_unsecured_dpd30plus_count;INTEGER;
flags_chargewriteoff_unsecured_dpd90plus_count;INTEGER;
flags_closed_count;INTEGER;
flags_closed_dpd10plus_count;INTEGER;
flags_closed_dpd30plus_count;INTEGER;
flags_closed_dpd90plus_count;INTEGER;
flags_closed_g12m_count;INTEGER;
flags_closed_l12m_count;INTEGER;
flags_closed_l1m_count;INTEGER;
flags_closed_l3m_count;INTEGER;
flags_closed_l6m_count;INTEGER;
flags_closed_secured_count;INTEGER;
flags_closed_secured_dpd10plus_count;INTEGER;
flags_closed_secured_dpd30plus_count;INTEGER;
flags_closed_secured_dpd90plus_count;INTEGER;
flags_closed_securedmortgage_count;INTEGER;
flags_closed_securedmortgage_dpd10plus_count;INTEGER;
flags_closed_securedmortgage_dpd30plus_count;INTEGER;
flags_closed_securedmortgage_dpd90plus_count;INTEGER;
flags_closed_securedvehicle_count;INTEGER;
flags_closed_securedvehicle_dpd10plus_count;INTEGER;
flags_closed_securedvehicle_dpd30plus_count;INTEGER;
flags_closed_securedvehicle_dpd90plus_count;INTEGER;
flags_closed_unsecured_count;INTEGER;
flags_closed_unsecured_dpd10plus_count;INTEGER;
flags_closed_unsecured_dpd30plus_count;INTEGER;
flags_closed_unsecured_dpd90plus_count;INTEGER;
flags_competitors_active_count;INTEGER;
flags_competitors_active_dpd10plus_count;INTEGER;
flags_competitors_active_dpd30plus_count;INTEGER;
flags_competitors_active_dpd90plus_count;INTEGER;
flags_competitors_active_mobg12m_count;INTEGER;
flags_competitors_active_mobl12m_count;INTEGER;
flags_competitors_active_mobl1m_count;INTEGER;
flags_competitors_active_mobl3m_count;INTEGER;
flags_competitors_active_mobl6m_count;INTEGER;
flags_competitors_allcondition_count;INTEGER;
flags_competitors_allcondition_dpd10plus_count;INTEGER;
flags_competitors_allcondition_dpd30plus_count;INTEGER;
flags_competitors_allcondition_dpd90plus_count;INTEGER;
flags_competitors_nonrestructured_active_count;INTEGER;
flags_competitors_nonrestructured_active_dpd10plus_count;INTEGER;
flags_competitors_nonrestructured_active_dpd30plus_count;INTEGER;
flags_competitors_nonrestructured_active_dpd90plus_count;INTEGER;
flags_competitors_nonrestructured_active_mobg12m_count;INTEGER;
flags_competitors_nonrestructured_active_mobl12m_count;INTEGER;
flags_competitors_nonrestructured_active_mobl1m_count;INTEGER;
flags_competitors_nonrestructured_active_mobl3m_count;INTEGER;
flags_competitors_nonrestructured_active_mobl6m_count;INTEGER;
flags_competitors_nonrestructured_allcondition_count;INTEGER;
flags_competitors_nonrestructured_allcondition_dpd10plus_count;INTEGER;
flags_competitors_nonrestructured_allcondition_dpd30plus_count;INTEGER;
flags_competitors_nonrestructured_allcondition_dpd90plus_count;INTEGER;
flags_competitors_restructured_active_count;INTEGER;
flags_competitors_restructured_active_dpd10plus_count;INTEGER;
flags_competitors_restructured_active_dpd30plus_count;INTEGER;
flags_competitors_restructured_active_dpd90plus_count;INTEGER;
flags_competitors_restructured_active_mobg12m_count;INTEGER;
flags_competitors_restructured_active_mobl12m_count;INTEGER;
flags_competitors_restructured_active_mobl1m_count;INTEGER;
flags_competitors_restructured_active_mobl3m_count;INTEGER;
flags_competitors_restructured_active_mobl6m_count;INTEGER;
flags_competitors_restructured_allcondition_count;INTEGER;
flags_competitors_restructured_allcondition_dpd10plus_count;INTEGER;
flags_competitors_restructured_allcondition_dpd30plus_count;INTEGER;
flags_competitors_restructured_allcondition_dpd90plus_count;INTEGER;
flags_conventional_facilities_count;INTEGER;
flags_digibank_institution_count;INTEGER;
flags_fintech_institution_count;INTEGER;
flags_irregular_count;INTEGER;
flags_irregular_l12m_count;INTEGER;
flags_irregular_l3m_count;INTEGER;
flags_irregular_l6m_count;INTEGER;
flags_jago_active_count;INTEGER;
flags_jago_active_dpd10plus_count;INTEGER;
flags_jago_active_dpd30plus_count;INTEGER;
flags_jago_active_dpd90plus_count;INTEGER;
flags_jago_active_mobg12m_count;INTEGER;
flags_jago_active_mobl12m_count;INTEGER;
flags_jago_active_mobl1m_count;INTEGER;
flags_jago_active_mobl3m_count;INTEGER;
flags_jago_active_mobl6m_count;INTEGER;
flags_jago_allcondition_count;INTEGER;
flags_jago_allcondition_dpd10plus_count;INTEGER;
flags_jago_allcondition_dpd30plus_count;INTEGER;
flags_jago_allcondition_dpd90plus_count;INTEGER;
flags_jago_conventional_facilities_count;INTEGER;
flags_jago_nonrestructured_active_count;INTEGER;
flags_jago_nonrestructured_active_dpd10plus_count;INTEGER;
flags_jago_nonrestructured_active_dpd30plus_count;INTEGER;
flags_jago_nonrestructured_active_dpd90plus_count;INTEGER;
flags_jago_nonrestructured_active_mobg12m_count;INTEGER;
flags_jago_nonrestructured_active_mobl12m_count;INTEGER;
flags_jago_nonrestructured_active_mobl1m_count;INTEGER;
flags_jago_nonrestructured_active_mobl3m_count;INTEGER;
flags_jago_nonrestructured_active_mobl6m_count;INTEGER;
flags_jago_nonrestructured_allcondition_count;INTEGER;
flags_jago_nonrestructured_allcondition_dpd10plus_count;INTEGER;
flags_jago_nonrestructured_allcondition_dpd30plus_count;INTEGER;
flags_jago_nonrestructured_allcondition_dpd90plus_count;INTEGER;
flags_jago_restructured_active_count;INTEGER;
flags_jago_restructured_active_dpd10plus_count;INTEGER;
flags_jago_restructured_active_dpd30plus_count;INTEGER;
flags_jago_restructured_active_dpd90plus_count;INTEGER;
flags_jago_restructured_active_mobg12m_count;INTEGER;
flags_jago_restructured_active_mobl12m_count;INTEGER;
flags_jago_restructured_active_mobl1m_count;INTEGER;
flags_jago_restructured_active_mobl3m_count;INTEGER;
flags_jago_restructured_active_mobl6m_count;INTEGER;
flags_jago_restructured_allcondition_count;INTEGER;
flags_jago_restructured_allcondition_dpd10plus_count;INTEGER;
flags_jago_restructured_allcondition_dpd30plus_count;INTEGER;
flags_jago_restructured_allcondition_dpd90plus_count;INTEGER;
flags_jago_sharia_other_facilities_count;INTEGER;
flags_multifinance_active_count;INTEGER;
flags_multifinance_allcondition_count;INTEGER;
flags_multifinance_chargeoff_count;INTEGER;
flags_multifinance_paidoff_count;INTEGER;
flags_multiguna_active_count;INTEGER;
flags_multiguna_allcondition_count;INTEGER;
flags_multiguna_chargeoff_count;INTEGER;
flags_multiguna_paidoff_count;INTEGER;
flags_nonbank_active_count;INTEGER;
flags_nonbank_active_dpd10plus_count;INTEGER;
flags_nonbank_active_dpd30plus_count;INTEGER;
flags_nonbank_active_dpd90plus_count;INTEGER;
flags_nonbank_active_mobg12m_count;INTEGER;
flags_nonbank_active_mobl12m_count;INTEGER;
flags_nonbank_active_mobl1m_count;INTEGER;
flags_nonbank_active_mobl3m_count;INTEGER;
flags_nonbank_active_mobl6m_count;INTEGER;
flags_nonbank_allcondition_count;INTEGER;
flags_nonbank_allcondition_dpd10plus_count;INTEGER;
flags_nonbank_allcondition_dpd30plus_count;INTEGER;
flags_nonbank_allcondition_dpd90plus_count;INTEGER;
flags_nonbank_nonrestructured_active_count;INTEGER;
flags_nonbank_nonrestructured_active_dpd10plus_count;INTEGER;
flags_nonbank_nonrestructured_active_dpd30plus_count;INTEGER;
flags_nonbank_nonrestructured_active_dpd90plus_count;INTEGER;
flags_nonbank_nonrestructured_active_mobg12m_count;INTEGER;
flags_nonbank_nonrestructured_active_mobl12m_count;INTEGER;
flags_nonbank_nonrestructured_active_mobl1m_count;INTEGER;
flags_nonbank_nonrestructured_active_mobl3m_count;INTEGER;
flags_nonbank_nonrestructured_active_mobl6m_count;INTEGER;
flags_nonbank_nonrestructured_allcondition_count;INTEGER;
flags_nonbank_nonrestructured_allcondition_dpd10plus_count;INTEGER;
flags_nonbank_nonrestructured_allcondition_dpd30plus_count;INTEGER;
flags_nonbank_nonrestructured_allcondition_dpd90plus_count;INTEGER;
flags_nonbank_restructured_active_count;INTEGER;
flags_nonbank_restructured_active_dpd10plus_count;INTEGER;
flags_nonbank_restructured_active_dpd30plus_count;INTEGER;
flags_nonbank_restructured_active_dpd90plus_count;INTEGER;
flags_nonbank_restructured_active_mobg12m_count;INTEGER;
flags_nonbank_restructured_active_mobl12m_count;INTEGER;
flags_nonbank_restructured_active_mobl1m_count;INTEGER;
flags_nonbank_restructured_active_mobl3m_count;INTEGER;
flags_nonbank_restructured_active_mobl6m_count;INTEGER;
flags_nonbank_restructured_allcondition_count;INTEGER;
flags_nonbank_restructured_allcondition_dpd10plus_count;INTEGER;
flags_nonbank_restructured_allcondition_dpd30plus_count;INTEGER;
flags_nonbank_restructured_allcondition_dpd90plus_count;INTEGER;
flags_paidoff_count;INTEGER;
flags_paidoff_dpd10plus_count;INTEGER;
flags_paidoff_dpd30plus_count;INTEGER;
flags_paidoff_dpd90plus_count;INTEGER;
flags_paidoff_g12m_count;INTEGER;
flags_paidoff_l12m_count;INTEGER;
flags_paidoff_l1m_count;INTEGER;
flags_paidoff_l3m_count;INTEGER;
flags_paidoff_l6m_count;INTEGER;
flags_paidoff_secured_count;INTEGER;
flags_paidoff_secured_dpd10plus_count;INTEGER;
flags_paidoff_secured_dpd30plus_count;INTEGER;
flags_paidoff_secured_dpd90plus_count;INTEGER;
flags_paidoff_securedmortgage_count;INTEGER;
flags_paidoff_securedmortgage_dpd10plus_count;INTEGER;
flags_paidoff_securedmortgage_dpd30plus_count;INTEGER;
flags_paidoff_securedmortgage_dpd90plus_count;INTEGER;
flags_paidoff_securedvehicle_count;INTEGER;
flags_paidoff_securedvehicle_dpd10plus_count;INTEGER;
flags_paidoff_securedvehicle_dpd30plus_count;INTEGER;
flags_paidoff_securedvehicle_dpd90plus_count;INTEGER;
flags_paidoff_unsecured_count;INTEGER;
flags_paidoff_unsecured_dpd10plus_count;INTEGER;
flags_paidoff_unsecured_dpd30plus_count;INTEGER;
flags_paidoff_unsecured_dpd90plus_count;INTEGER;
flags_paidoffwithdiscount_count;INTEGER;
flags_paidoffwithdiscount_dpd10plus_count;INTEGER;
flags_paidoffwithdiscount_dpd30plus_count;INTEGER;
flags_paidoffwithdiscount_dpd90plus_count;INTEGER;
flags_paidoffwithdiscount_g12m_count;INTEGER;
flags_paidoffwithdiscount_l12m_count;INTEGER;
flags_paidoffwithdiscount_l1m_count;INTEGER;
flags_paidoffwithdiscount_l3m_count;INTEGER;
flags_paidoffwithdiscount_l6m_count;INTEGER;
flags_paidoffwithdiscount_secured_count;INTEGER;
flags_paidoffwithdiscount_secured_dpd10plus_count;INTEGER;
flags_paidoffwithdiscount_secured_dpd30plus_count;INTEGER;
flags_paidoffwithdiscount_secured_dpd90plus_count;INTEGER;
flags_paidoffwithdiscount_securedmortgage_count;INTEGER;
flags_paidoffwithdiscount_securedmortgage_dpd10plus_count;INTEGER;
flags_paidoffwithdiscount_securedmortgage_dpd30plus_count;INTEGER;
flags_paidoffwithdiscount_securedmortgage_dpd90plus_count;INTEGER;
flags_paidoffwithdiscount_securedvehicle_count;INTEGER;
flags_paidoffwithdiscount_securedvehicle_dpd10plus_count;INTEGER;
flags_paidoffwithdiscount_securedvehicle_dpd30plus_count;INTEGER;
flags_paidoffwithdiscount_securedvehicle_dpd90plus_count;INTEGER;
flags_paidoffwithdiscount_unsecured_count;INTEGER;
flags_paidoffwithdiscount_unsecured_dpd10plus_count;INTEGER;
flags_paidoffwithdiscount_unsecured_dpd30plus_count;INTEGER;
flags_paidoffwithdiscount_unsecured_dpd90plus_count;INTEGER;
flags_restructured_active_count;INTEGER;
flags_restructured_active_dpd10plus_count;INTEGER;
flags_restructured_active_dpd30plus_count;INTEGER;
flags_restructured_active_dpd90plus_count;INTEGER;
flags_restructured_active_l12m_count;INTEGER;
flags_restructured_active_l3m_count;INTEGER;
flags_restructured_active_l6m_count;INTEGER;
flags_restructured_active_mobg12m_count;INTEGER;
flags_restructured_active_mobl12m_count;INTEGER;
flags_restructured_active_mobl1m_count;INTEGER;
flags_restructured_active_mobl3m_count;INTEGER;
flags_restructured_active_mobl6m_count;INTEGER;
flags_restructured_active_secured_count;INTEGER;
flags_restructured_active_secured_dpd10plus_count;INTEGER;
flags_restructured_active_secured_dpd30plus_count;INTEGER;
flags_restructured_active_secured_dpd90plus_count;INTEGER;
flags_restructured_active_securedmortgage_count;INTEGER;
flags_restructured_active_securedmortgage_dpd10plus_count;INTEGER;
flags_restructured_active_securedmortgage_dpd30plus_count;INTEGER;
flags_restructured_active_securedmortgage_dpd90plus_count;INTEGER;
flags_restructured_active_securedvehicle_count;INTEGER;
flags_restructured_active_securedvehicle_dpd10plus_count;INTEGER;
flags_restructured_active_securedvehicle_dpd30plus_count;INTEGER;
flags_restructured_active_securedvehicle_dpd90plus_count;INTEGER;
flags_restructured_active_unsecured_count;INTEGER;
flags_restructured_active_unsecured_dpd10plus_count;INTEGER;
flags_restructured_active_unsecured_dpd30plus_count;INTEGER;
flags_restructured_active_unsecured_dpd90plus_count;INTEGER;
flags_restructured_allcondition_count;INTEGER;
flags_restructured_allcondition_dpd10plus_count;INTEGER;
flags_restructured_allcondition_dpd30plus_count;INTEGER;
flags_restructured_allcondition_dpd90plus_count;INTEGER;
flags_restructured_allcondition_mobg12m_count;INTEGER;
flags_restructured_allcondition_mobl12m_count;INTEGER;
flags_restructured_allcondition_mobl1m_count;INTEGER;
flags_restructured_allcondition_mobl3m_count;INTEGER;
flags_restructured_allcondition_mobl6m_count;INTEGER;
flags_restructured_allcondition_secured_count;INTEGER;
flags_restructured_allcondition_secured_dpd10plus_count;INTEGER;
flags_restructured_allcondition_secured_dpd30plus_count;INTEGER;
flags_restructured_allcondition_secured_dpd90plus_count;INTEGER;
flags_restructured_allcondition_securedmortgage_count;INTEGER;
flags_restructured_allcondition_securedmortgage_dpd10plus_count;INTEGER;
flags_restructured_allcondition_securedmortgage_dpd30plus_count;INTEGER;
flags_restructured_allcondition_securedmortgage_dpd90plus_count;INTEGER;
flags_restructured_allcondition_securedvehicle_count;INTEGER;
flags_restructured_allcondition_securedvehicle_dpd10plus_count;INTEGER;
flags_restructured_allcondition_securedvehicle_dpd30plus_count;INTEGER;
flags_restructured_allcondition_securedvehicle_dpd90plus_count;INTEGER;
flags_restructured_allcondition_unsecured_count;INTEGER;
flags_restructured_allcondition_unsecured_dpd10plus_count;INTEGER;
flags_restructured_allcondition_unsecured_dpd30plus_count;INTEGER;
flags_restructured_allcondition_unsecured_dpd90plus_count;INTEGER;
flags_sharia_institution_count;INTEGER;
flags_sharia_other_facilities_count;INTEGER;
flags_tenor_1_active_count;INTEGER;
flags_tenor_1_allcondition_count;INTEGER;
flags_tenor_1_chargeoff_count;INTEGER;
flags_tenor_1_high_interest_active_count;INTEGER;
flags_tenor_1_high_interest_allcondition_count;INTEGER;
flags_tenor_1_high_interest_chargeoff_count;INTEGER;
flags_tenor_1_high_interest_paidoff_count;INTEGER;
flags_tenor_1_low_interest_active_count;INTEGER;
flags_tenor_1_low_interest_allcondition_count;INTEGER;
flags_tenor_1_low_interest_chargeoff_count;INTEGER;
flags_tenor_1_low_interest_paidoff_count;INTEGER;
flags_tenor_1_paidoff_count;INTEGER;
flags_tenor_2to11_active_count;INTEGER;
flags_tenor_2to11_allcondition_count;INTEGER;
flags_tenor_2to11_chargeoff_count;INTEGER;
flags_tenor_2to11_high_interest_active_count;INTEGER;
flags_tenor_2to11_high_interest_allcondition_count;INTEGER;
flags_tenor_2to11_high_interest_chargeoff_count;INTEGER;
flags_tenor_2to11_high_interest_paidoff_count;INTEGER;
flags_tenor_2to11_low_interest_active_count;INTEGER;
flags_tenor_2to11_low_interest_allcondition_count;INTEGER;
flags_tenor_2to11_low_interest_chargeoff_count;INTEGER;
flags_tenor_2to11_low_interest_paidoff_count;INTEGER;
flags_tenor_2to11_paidoff_count;INTEGER;
flags_working_capital_active_count;INTEGER;
flags_working_capital_allcondition_count;INTEGER;
flags_working_capital_chargeoff_count;INTEGER;
flags_working_capital_paidoff_count;INTEGER;
flags_active_dpd30plus_count;INTEGER;
installment_10mio_20mio_plafond_avg;FLOAT;
installment_10mio_20mio_plafond_max;FLOAT;
installment_10mio_20mio_plafond_sum;FLOAT;
installment_1mio_3mio_plafond_avg;FLOAT;
installment_1mio_3mio_plafond_max;FLOAT;
installment_1mio_3mio_plafond_sum;FLOAT;
installment_20mio_100mio_plafond_avg;FLOAT;
installment_20mio_100mio_plafond_max;FLOAT;
installment_20mio_100mio_plafond_sum;FLOAT;
installment_3mio_5mio_plafond_avg;FLOAT;
installment_3mio_5mio_plafond_max;FLOAT;
installment_3mio_5mio_plafond_sum;FLOAT;
installment_500k_1mio_plafond_avg;FLOAT;
installment_500k_1mio_plafond_max;FLOAT;
installment_500k_1mio_plafond_sum;FLOAT;
installment_5mio_10mio_plafond_avg;FLOAT;
installment_5mio_10mio_plafond_max;FLOAT;
installment_5mio_10mio_plafond_sum;FLOAT;
installment_above_100mio_plafond_avg;FLOAT;
installment_above_100mio_plafond_max;FLOAT;
installment_above_100mio_plafond_sum;FLOAT;
installment_active_avg;FLOAT;
installment_active_l12m_avg;FLOAT;
installment_active_l12m_max;FLOAT;
installment_active_l12m_sum;FLOAT;
installment_active_l3m_avg;FLOAT;
installment_active_l3m_max;FLOAT;
installment_active_l3m_sum;FLOAT;
installment_active_l6m_avg;FLOAT;
installment_active_l6m_max;FLOAT;
installment_active_l6m_sum;FLOAT;
installment_active_max;FLOAT;
installment_active_max_over_installment_all_max;FLOAT;
installment_active_secured_avg;FLOAT;
installment_active_secured_max;FLOAT;
installment_active_secured_max_over_installment_active_max;FLOAT;
installment_active_secured_max_over_installment_allcondition_max;FLOAT;
installment_active_secured_sum;FLOAT;
installment_active_secured_sum_over_installment_active_sum;FLOAT;
installment_active_secured_sum_over_installment_allcondition_sum;FLOAT;
installment_active_securedmortgage_avg;FLOAT;
installment_active_securedmortgage_max;FLOAT;
installment_active_securedmortgage_sum;FLOAT;
installment_active_securedmortgage_sum_over_installment_active_sum;FLOAT;
installment_active_securedmortgage_sum_over_installment_allcondition_sum;FLOAT;
installment_active_securedvehicle_avg;FLOAT;
installment_active_securedvehicle_max;FLOAT;
installment_active_securedvehicle_max_over_installment_active_max;FLOAT;
installment_active_securedvehicle_sum;FLOAT;
installment_active_securedvehicle_sum_over_installment_active_sum;FLOAT;
installment_active_securedvehicle_sum_over_installment_allcondition_sum;FLOAT;
installment_active_sum;FLOAT;
installment_active_sum_over_installment_all_sum;FLOAT;
installment_active_unsecured_avg;FLOAT;
installment_active_unsecured_max;FLOAT;
installment_active_unsecured_max_over_installment_active_max;FLOAT;
installment_active_unsecured_max_over_installment_allcondition_max;FLOAT;
installment_active_unsecured_sum;FLOAT;
installment_active_unsecured_sum_over_installment_active_sum;FLOAT;
installment_active_unsecured_sum_over_installment_allcondition_sum;FLOAT;
installment_all_avg;FLOAT;
installment_all_max;FLOAT;
installment_all_sum;FLOAT;
installment_allcondition_avg;FLOAT;
installment_allcondition_max;FLOAT;
installment_allcondition_max_over_installment_all_max;FLOAT;
installment_allcondition_secured_avg;FLOAT;
installment_allcondition_secured_max;FLOAT;
installment_allcondition_secured_max_over_installment_allcondition_max;FLOAT;
installment_allcondition_secured_sum;FLOAT;
installment_allcondition_secured_sum_over_installment_allcondition_sum;FLOAT;
installment_allcondition_securedmortgage_avg;FLOAT;
installment_allcondition_securedmortgage_max;FLOAT;
installment_allcondition_securedmortgage_sum;FLOAT;
installment_allcondition_securedmortgage_sum_over_installment_allcondition_sum;FLOAT;
installment_allcondition_securedvehicle_avg;FLOAT;
installment_allcondition_securedvehicle_max;FLOAT;
installment_allcondition_securedvehicle_sum;FLOAT;
installment_allcondition_securedvehicle_sum_over_installment_allcondition_sum;FLOAT;
installment_allcondition_sum;FLOAT;
installment_allcondition_sum_over_installment_all_sum;FLOAT;
installment_allcondition_unsecured_avg;FLOAT;
installment_allcondition_unsecured_max;FLOAT;
installment_allcondition_unsecured_max_over_installment_allcondition_max;FLOAT;
installment_allcondition_unsecured_sum;FLOAT;
installment_allcondition_unsecured_sum_over_installment_allcondition_sum;FLOAT;
installment_below_500k_plafond_avg;FLOAT;
installment_below_500k_plafond_max;FLOAT;
installment_below_500k_plafond_sum;FLOAT;
installment_channeling_active_avg;FLOAT;
installment_channeling_active_max;FLOAT;
installment_channeling_active_sum;FLOAT;
installment_channeling_active_sum_over_installment_active_sum;FLOAT;
installment_channeling_allcondition_avg;FLOAT;
installment_channeling_allcondition_max;FLOAT;
installment_channeling_allcondition_sum;FLOAT;
installment_channeling_allcondition_sum_over_installment_all_sum;FLOAT;
installment_channeling_chargeoff_avg;FLOAT;
installment_channeling_chargeoff_max;FLOAT;
installment_channeling_chargeoff_sum;FLOAT;
installment_channeling_paidoff_avg;FLOAT;
installment_channeling_paidoff_max;FLOAT;
installment_channeling_paidoff_sum;FLOAT;
installment_chargeoff_avg;FLOAT;
installment_chargeoff_max;FLOAT;
installment_chargeoff_max_over_installment_all_max;FLOAT;
installment_chargeoff_secured_max;FLOAT;
installment_chargeoff_secured_sum;FLOAT;
installment_chargeoff_secured_sum_over_installment_all_sum;FLOAT;
installment_chargeoff_securedmortgage_max;FLOAT;
installment_chargeoff_securedmortgage_sum;FLOAT;
installment_chargeoff_securedmortgage_sum_over_installment_all_sum;FLOAT;
installment_chargeoff_securedvehicle_max;FLOAT;
installment_chargeoff_securedvehicle_sum;FLOAT;
installment_chargeoff_securedvehicle_sum_over_installment_all_sum;FLOAT;
installment_chargeoff_sum;FLOAT;
installment_chargeoff_sum_over_installment_all_sum;FLOAT;
installment_chargeoff_unsecured_max;FLOAT;
installment_chargeoff_unsecured_sum;FLOAT;
installment_chargeoff_unsecured_sum_over_installment_all_sum;FLOAT;
installment_chargewriteoff_max;FLOAT;
installment_chargewriteoff_secured_max;FLOAT;
installment_chargewriteoff_secured_sum;FLOAT;
installment_chargewriteoff_secured_sum_over_installment_allcondition_sum;FLOAT;
installment_chargewriteoff_securedmortgage_max;FLOAT;
installment_chargewriteoff_securedmortgage_sum;FLOAT;
installment_chargewriteoff_securedmortgage_sum_over_installment_allcondition_sum;FLOAT;
installment_chargewriteoff_securedvehicle_max;FLOAT;
installment_chargewriteoff_securedvehicle_sum;FLOAT;
installment_chargewriteoff_securedvehicle_sum_over_installment_allcondition_sum;FLOAT;
installment_chargewriteoff_sum;FLOAT;
installment_chargewriteoff_sum_over_installment_all_sum;FLOAT;
installment_chargewriteoff_unsecured_avg;FLOAT;
installment_chargewriteoff_unsecured_max;FLOAT;
installment_chargewriteoff_unsecured_sum;FLOAT;
installment_chargewriteoff_unsecured_sum_over_installment_allcondition_sum;FLOAT;
installment_closed_avg;FLOAT;
installment_closed_max;FLOAT;
installment_closed_max_over_installment_all_max;FLOAT;
installment_closed_secured_max;FLOAT;
installment_closed_secured_sum;FLOAT;
installment_closed_secured_sum_over_installment_allcondition_sum;FLOAT;
installment_closed_securedmortgage_max;FLOAT;
installment_closed_securedmortgage_sum;FLOAT;
installment_closed_securedmortgage_sum_over_installment_allcondition_sum;FLOAT;
installment_closed_securedvehicle_max;FLOAT;
installment_closed_securedvehicle_sum;FLOAT;
installment_closed_securedvehicle_sum_over_installment_allcondition_sum;FLOAT;
installment_closed_sum;FLOAT;
installment_closed_sum_over_installment_all_sum;FLOAT;
installment_closed_unsecured_avg;FLOAT;
installment_closed_unsecured_max;FLOAT;
installment_closed_unsecured_max_over_installment_allcondition_max;FLOAT;
installment_closed_unsecured_sum;FLOAT;
installment_closed_unsecured_sum_over_installment_allcondition_sum;FLOAT;
installment_conventional_facilities_avg;FLOAT;
installment_conventional_facilities_max;FLOAT;
installment_conventional_facilities_sum;FLOAT;
installment_credit_card_active_max;FLOAT;
installment_credit_card_active_sum;FLOAT;
installment_credit_card_allcondition_max;FLOAT;
installment_credit_card_allcondition_sum;FLOAT;
installment_digibank_institution_avg;FLOAT;
installment_digibank_institution_max;FLOAT;
installment_digibank_institution_sum;FLOAT;
installment_fintech_institution_avg;FLOAT;
installment_fintech_institution_max;FLOAT;
installment_fintech_institution_sum;FLOAT;
installment_irregular_avg;FLOAT;
installment_irregular_l12m_avg;FLOAT;
installment_irregular_l12m_max;FLOAT;
installment_irregular_l12m_sum;FLOAT;
installment_irregular_l3m_max;FLOAT;
installment_irregular_l3m_sum;FLOAT;
installment_irregular_l6m_max;FLOAT;
installment_irregular_l6m_sum;FLOAT;
installment_irregular_max;FLOAT;
installment_irregular_sum;FLOAT;
installment_jago_conventional_facilities_avg;FLOAT;
installment_jago_conventional_facilities_max;FLOAT;
installment_jago_conventional_facilities_sum;FLOAT;
installment_jago_sharia_other_facilities_avg;FLOAT;
installment_jago_sharia_other_facilities_max;FLOAT;
installment_jago_sharia_other_facilities_sum;FLOAT;
installment_multifinance_active_avg;FLOAT;
installment_multifinance_active_max;FLOAT;
installment_multifinance_active_sum;FLOAT;
installment_multifinance_active_sum_over_installment_active_sum;FLOAT;
installment_multifinance_allcondition_avg;FLOAT;
installment_multifinance_allcondition_max;FLOAT;
installment_multifinance_allcondition_sum;FLOAT;
installment_multifinance_allcondition_sum_over_installment_all_sum;FLOAT;
installment_multifinance_chargeoff_max;FLOAT;
installment_multifinance_chargeoff_sum;FLOAT;
installment_multifinance_paidoff_avg;FLOAT;
installment_multifinance_paidoff_max;FLOAT;
installment_multifinance_paidoff_sum;FLOAT;
installment_multiguna_active_avg;FLOAT;
installment_multiguna_active_max;FLOAT;
installment_multiguna_active_sum;FLOAT;
installment_multiguna_active_sum_over_installment_active_sum;FLOAT;
installment_multiguna_allcondition_avg;FLOAT;
installment_multiguna_allcondition_max;FLOAT;
installment_multiguna_allcondition_sum;FLOAT;
installment_multiguna_allcondition_sum_over_installment_all_sum;FLOAT;
installment_multiguna_chargeoff_max;FLOAT;
installment_multiguna_chargeoff_sum;FLOAT;
installment_multiguna_paidoff_avg;FLOAT;
installment_multiguna_paidoff_max;FLOAT;
installment_multiguna_paidoff_sum;FLOAT;
installment_paidoff_avg;FLOAT;
installment_paidoff_max;FLOAT;
installment_paidoff_max_over_installment_all_max;FLOAT;
installment_paidoff_secured_max;FLOAT;
installment_paidoff_secured_max_over_installment_all_max;FLOAT;
installment_paidoff_secured_sum;FLOAT;
installment_paidoff_secured_sum_over_installment_all_sum;FLOAT;
installment_paidoff_securedmortgage_max;FLOAT;
installment_paidoff_securedmortgage_sum;FLOAT;
installment_paidoff_securedmortgage_sum_over_installment_all_sum;FLOAT;
installment_paidoff_securedvehicle_max;FLOAT;
installment_paidoff_securedvehicle_max_over_installment_all_max;FLOAT;
installment_paidoff_securedvehicle_sum;FLOAT;
installment_paidoff_securedvehicle_sum_over_installment_all_sum;FLOAT;
installment_paidoff_sum;FLOAT;
installment_paidoff_sum_over_installment_all_sum;FLOAT;
installment_paidoff_unsecured_avg;FLOAT;
installment_paidoff_unsecured_max;FLOAT;
installment_paidoff_unsecured_max_over_installment_all_max;FLOAT;
installment_paidoff_unsecured_sum;FLOAT;
installment_paidoff_unsecured_sum_over_installment_all_sum;FLOAT;
installment_paidoffwithdiscount_max;FLOAT;
